,Balance,Qual_miles,cc1_miles,cc2_miles,cc3_miles,Bonus_miles,Bonus_trans,Flight_miles_12mo,Flight_trans_12,Days_since_enroll,Award,KStdCluster
954,30638,0,3,1,1,48963,16,0,0,5696,1,4
955,55997,0,5,1,1,68320,23,0,0,5899,1,4
956,11447,0,1,1,1,1945,13,0,0,5902,0,3
957,17778,0,1,1,1,0,0,0,0,5897,0,3
958,13375,4301,4,1,1,15732,43,9200,28,5916,1,2
959,118572,0,3,1,1,21426,19,0,0,5892,0,1
960,13720,0,1,1,1,0,0,0,0,5884,0,3
961,11030,0,1,1,1,0,0,0,0,5884,0,3
962,8651,0,4,1,1,41586,22,950,5,5882,1,4
963,281626,0,5,1,1,53521,16,0,0,5878,0,4
964,26367,0,3,1,1,19649,15,0,0,5874,1,0
965,120945,0,1,1,1,4300,4,300,2,5871,1,0
966,2843,0,4,1,1,44130,35,7450,20,5869,1,2
967,11782,0,1,1,1,0,0,0,0,5864,0,3
968,89480,0,1,1,1,2946,4,1946,3,5902,1,0
969,20702,0,4,1,1,30451,24,1100,5,5856,1,4
970,15108,0,1,1,1,2850,16,0,0,5876,0,3
971,24917,0,3,1,1,16239,13,150,1,5857,1,0
972,132910,0,5,1,1,75540,46,250,1,5856,1,4
973,61227,0,2,1,1,6957,10,0,0,5647,0,1
974,2117,0,1,1,1,769,7,0,0,5609,0,3
975,38964,0,3,1,1,35166,26,3200,8,5553,1,4
976,20498,0,1,1,1,7826,20,7226,18,5491,0,2
977,131554,0,5,1,1,64937,15,0,0,5428,1,4
978,55661,0,3,1,1,15107,13,0,0,5387,0,1
979,84949,0,4,1,1,41854,15,0,0,5336,0,1
980,139897,0,3,1,1,21065,28,50,1,5329,0,1
981,155587,0,1,1,1,6893,9,0,0,5279,0,3
982,24310,0,1,1,1,2815,6,0,0,5266,0,3
983,106115,0,3,1,1,16197,21,500,1,5219,0,1
984,238641,0,5,1,1,61971,15,850,2,5849,1,4
985,70671,0,1,1,1,0,0,0,0,5850,0,3
986,31593,0,1,1,1,3128,12,0,0,5846,1,0
987,101397,0,3,1,1,19173,12,0,0,5847,0,1
988,133052,0,3,1,1,17424,15,0,0,5843,0,1
989,37252,0,3,1,1,15774,19,0,0,5842,0,1
990,15241,0,1,1,1,0,0,0,0,5840,0,3
991,21101,0,1,1,1,7171,32,0,0,5839,1,0
992,80612,0,4,1,1,32334,20,0,0,5839,0,1
993,45542,0,5,1,1,59012,14,0,0,5835,1,4
994,5274,0,1,1,1,2074,11,0,0,5834,1,0
995,101089,0,3,1,1,23503,17,0,0,5834,0,1
996,7560,0,1,1,1,0,0,0,0,5833,0,3
997,255797,0,5,1,1,62107,16,0,0,5832,1,4
998,192046,0,4,1,1,54818,52,1200,3,5829,0,4
999,370596,0,5,1,1,50120,12,0,0,5826,0,4
1000,141491,0,5,1,1,63060,6,0,0,5827,0,4
1001,89527,0,3,1,1,22206,14,0,0,5821,1,0
1002,330644,0,1,1,1,0,0,0,0,5822,0,3
1003,49430,0,4,1,1,31471,16,0,0,5822,0,1
1004,114070,0,2,1,1,16293,24,250,1,5818,0,1
1005,124004,0,2,1,1,9982,12,0,0,5815,0,1
1006,10497,0,1,1,1,0,0,0,0,5815,0,3
1007,8327,0,1,1,1,2900,4,150,1,5814,1,0
1008,25463,0,2,1,1,7973,14,0,0,5813,0,1
1009,85036,0,4,1,1,43825,21,0,0,5807,1,4
1010,11449,0,1,1,1,24415,11,0,0,5864,1,0
1011,54392,0,1,1,1,0,0,0,0,5807,0,3
1012,52577,0,1,1,1,441,12,0,0,5804,0,3
1013,80174,0,1,1,1,500,1,0,0,5804,1,0
1014,96827,1094,1,1,1,12100,19,8100,17,5801,0,2
1015,9489,0,1,1,1,5359,14,0,0,5807,1,0
1016,57587,0,1,1,1,2620,6,0,0,5799,1,0
1017,131306,0,3,1,1,32115,15,0,0,5797,0,1
1018,39985,0,3,1,1,15103,21,0,0,5794,0,1
1019,71627,0,1,1,1,3225,9,600,2,5793,0,3
1020,161396,0,3,1,1,26695,11,1000,2,5792,0,1
1021,81300,0,1,1,1,3750,5,250,3,5791,0,3
1022,66015,0,2,1,1,26706,30,2676,7,5790,1,0
1023,7800,0,1,1,1,200,1,0,0,5787,0,3
1024,27348,0,1,1,1,3084,4,0,0,5824,0,3
1025,153554,0,1,1,1,11786,6,1750,4,5784,1,0
1026,42990,0,1,1,1,5345,3,0,0,5804,0,3
1027,16664,0,1,1,1,0,0,0,0,5778,1,0
1028,37618,0,3,1,1,17385,7,0,0,5818,0,1
1029,53384,0,3,1,1,16907,12,0,0,5778,0,1
1030,43326,0,1,1,1,1100,7,1100,7,5776,0,3
1031,113683,0,3,1,1,11821,12,0,0,5773,0,1
1032,77930,0,4,1,1,37541,35,3600,18,5773,1,2
1033,27625,0,3,1,1,27799,16,500,1,5772,1,0
1034,33835,0,1,1,1,2280,7,1000,2,5771,0,3
1035,170049,3692,2,1,1,10232,16,750,2,5770,0,1
1036,154664,0,4,1,3,73881,33,0,0,5769,0,5
1037,36935,0,4,1,1,34448,17,0,0,5766,1,4
1038,67904,0,1,1,1,81,1,0,0,5764,0,3
1039,57434,0,2,1,1,11140,16,0,0,5770,1,0
1040,11031,0,1,1,1,1600,5,0,0,5762,0,3
1041,78268,0,1,1,1,6172,13,500,1,5758,0,3
1042,98213,0,5,1,1,68013,29,0,0,5755,1,4
1043,9430,0,3,1,1,11323,13,0,0,5756,1,0
1044,5195,0,1,1,1,33050,3,50,1,5755,1,0
1045,9793,0,1,1,1,3100,2,0,0,5755,0,3
1046,34690,0,3,1,1,18124,14,0,0,5752,1,0
1047,138368,0,5,1,1,68663,13,0,0,5755,0,4
1048,63547,0,4,1,1,31745,14,0,0,5748,0,1
1049,217130,0,4,1,1,51202,20,0,0,5745,0,1
1050,14106,0,1,1,1,475,4,0,0,5749,0,3
1051,44026,0,2,1,1,12282,18,634,1,5738,0,1
1052,62183,1896,4,1,1,38635,18,0,0,5738,1,4
1053,165534,0,5,1,1,71312,18,1000,2,5736,1,4
1054,45358,0,3,1,1,14507,9,0,0,5735,0,1
1055,72325,0,5,1,1,56792,16,0,0,5731,1,4
1056,190285,0,5,1,1,69262,16,348,1,5728,0,4
1057,235567,0,3,1,1,16106,15,0,0,5728,0,1
1058,305519,0,5,1,1,79216,27,650,3,5724,1,4
1059,161546,0,1,1,1,8042,6,600,2,5722,0,3
1060,38884,0,1,1,1,2850,13,500,1,5729,0,3
1061,42040,1000,1,1,1,14189,17,4034,13,5717,1,2
1062,96988,0,2,1,1,7761,14,0,0,5715,0,1
1063,24394,0,1,1,1,3250,3,250,1,5713,1,0
1064,354641,0,5,1,1,77694,29,3600,9,5710,1,4
1065,39313,0,3,1,1,24091,16,0,0,5706,1,0
1066,468,0,1,1,1,26650,14,550,3,5708,1,0
1067,146014,0,4,1,1,26366,17,700,3,5822,0,1
1068,42999,0,4,1,1,33801,12,350,1,5653,1,4
1069,37163,0,3,1,1,19318,14,0,0,4988,0,1
1070,6158,0,4,1,1,27754,14,0,0,5546,1,0
1071,108904,0,3,1,1,19931,17,0,0,5255,0,1
1072,25168,0,1,1,1,500,1,500,1,5547,0,3
1073,68454,0,3,1,1,13667,12,0,0,5559,0,1
1074,70877,0,2,1,1,8956,15,0,0,5696,0,1
1075,1057,0,1,1,1,433,5,0,0,5622,0,3
1076,35342,0,5,1,1,70454,12,0,0,5534,1,4
1077,16992,0,1,1,1,0,0,0,0,5582,0,3
1078,2558,0,1,1,1,6264,10,0,0,5581,1,0
1079,196093,0,1,1,1,14000,3,0,0,5595,1,0
1080,269558,0,1,1,1,10000,1,0,0,5472,1,0
1081,88500,0,1,1,1,2500,2,0,0,5090,0,3
1082,8719,0,1,1,1,2000,9,0,0,5671,0,3
1083,36936,0,1,1,1,2875,16,0,0,5492,1,0
1084,427357,0,2,1,1,6027,12,0,0,5587,1,0
1085,258422,0,4,1,1,48708,17,0,0,5657,0,1
1086,75428,0,2,1,1,7539,14,0,0,5609,0,1
1087,34383,0,3,1,1,22956,12,0,0,5611,1,0
1088,82120,0,1,1,1,8000,3,0,0,5619,0,3
1089,34546,0,1,1,1,1500,2,0,0,5612,0,3
1090,92641,0,1,1,1,5265,6,0,0,5568,0,3
1091,95100,0,1,1,1,1250,3,1250,3,5671,0,3
1092,19960,0,1,1,1,0,0,0,0,4896,0,3
1093,47150,0,4,1,1,39561,18,0,0,5577,1,4
1094,1650,0,1,1,1,1250,3,250,1,5554,1,0
1095,100992,0,1,1,1,8144,16,409,2,5422,1,0
1096,68610,0,2,1,1,6115,12,0,0,5349,1,0
1097,75684,0,2,1,1,27320,9,0,0,5316,0,1
1098,42438,0,1,1,1,519,10,0,0,5349,0,3
1099,17645,0,4,1,1,60978,20,0,0,5660,1,4
1100,24545,0,1,1,1,0,0,0,0,5671,0,3
1101,84633,0,3,1,1,10771,10,0,0,5479,0,1
1102,103891,1388,5,1,1,140573,21,1150,3,5699,1,4
1103,39847,0,5,1,1,95918,38,150,1,5694,1,4
1104,47938,0,3,1,1,12656,13,0,0,5708,0,1
1105,88929,0,4,1,1,44932,20,650,2,5694,1,4
1106,129866,0,5,1,1,66150,30,0,0,5692,0,4
1107,22585,0,1,1,1,3430,3,0,0,5689,0,3
1108,47394,0,2,1,1,31347,19,2150,5,5688,1,0
1109,73640,0,2,1,1,10192,14,0,0,5156,0,1
1110,247743,0,4,1,1,51296,20,500,1,5087,0,4
1111,295008,0,5,1,1,136704,27,0,0,5028,1,4
1112,117543,4116,4,1,1,32355,21,600,2,4954,0,1
1113,102803,0,5,1,1,90605,20,0,0,5701,0,4
1114,89945,0,2,1,1,14218,16,350,1,5680,0,1
1115,739476,0,1,1,1,24215,8,322,1,5678,1,4
1116,69337,0,3,1,1,17740,13,0,0,5667,0,1
1117,140866,0,3,1,1,15906,17,0,0,5672,0,1
1118,25634,2505,1,1,1,0,0,0,0,5663,0,3
1119,82078,0,4,1,1,40279,9,0,0,5664,0,1
1120,33327,0,1,1,1,1000,1,0,0,5664,0,3
1121,95783,0,3,1,1,14506,13,0,0,5659,0,1
1122,27591,0,1,1,1,8209,34,1800,16,5659,0,2
1123,82114,0,5,1,1,58335,15,0,0,5658,1,4
1124,15917,2586,5,1,1,105449,25,200,2,5653,1,4
1125,140511,0,4,1,1,32105,16,0,0,5651,0,1
1126,375927,0,2,1,1,18202,30,1100,3,5652,1,4
1127,28223,0,2,1,1,8625,12,0,0,5651,0,1
1128,33129,0,3,1,1,30775,14,500,1,5647,0,1
1129,1625,0,1,1,1,1375,4,0,0,1547,0,3
1130,52819,0,4,1,1,37535,15,1000,2,5645,1,4
1131,3507,1745,1,1,1,14500,7,0,0,5643,1,0
1132,14769,0,1,1,1,500,1,0,0,5639,0,3
1133,37215,0,2,1,1,8199,8,0,0,5637,0,3
1134,115655,0,4,1,1,64968,21,500,1,5631,1,4
1135,179251,0,3,1,1,14775,16,200,2,5629,1,0
1136,24418,0,2,1,1,12533,13,0,0,5626,1,0
1137,34562,0,1,1,1,1770,9,250,3,5622,0,3
1138,144570,0,4,1,1,49052,15,0,0,5617,1,4
1139,24813,0,1,1,1,4066,10,0,0,5225,0,3
1140,48803,0,5,1,1,72129,14,0,0,5107,1,4
1141,22116,0,3,1,1,20809,14,0,0,5463,1,0
1142,8516,0,1,1,1,0,0,0,0,5566,0,3
1143,36079,0,3,1,1,22506,22,150,1,5323,0,1
1144,16872,0,1,1,1,28964,7,0,0,5479,1,0
1145,62895,0,1,1,1,8500,4,0,0,5520,1,0
1146,7383,0,1,1,1,7225,11,2750,7,5238,1,0
1147,2261,0,1,1,1,15062,2,0,0,5556,1,0
1148,66950,0,1,1,1,17303,20,2000,8,5464,1,0
1149,84856,0,1,2,1,6894,13,0,0,5547,0,6
1150,71128,2919,1,1,1,17950,17,4450,11,5162,1,2
1151,39654,0,1,1,1,1625,6,0,0,5518,0,3
1152,25214,0,1,1,1,1000,1,0,0,5598,0,3
1153,48775,0,3,1,1,17494,15,0,0,5588,0,1
1154,81952,0,5,1,1,64754,22,0,0,5427,1,4
1155,46535,0,3,1,1,25891,14,150,1,5399,1,0
1156,23130,0,1,1,1,5032,10,0,0,5500,0,3
1157,100443,0,3,1,1,12744,21,0,0,5492,0,1
1158,139664,0,5,1,1,63706,14,0,0,5505,0,4
1159,31769,0,1,1,1,0,0,0,0,5464,0,3
1160,60170,0,3,1,1,17235,14,0,0,5351,1,0
1161,33373,0,1,1,1,0,0,0,0,5427,0,3
1162,59385,0,3,1,1,22914,11,0,0,5476,0,1
1163,210040,0,5,1,1,77333,39,0,0,5517,0,4
1164,23379,0,2,1,1,11712,25,0,0,5499,1,0
1165,22372,0,3,1,1,14766,12,0,0,4950,0,1
1166,23120,0,1,1,1,4231,7,0,0,5615,0,3
1167,46157,0,1,1,1,1625,3,500,1,5609,0,3
1168,94896,0,4,1,1,38127,15,500,1,5602,1,4
1169,12091,0,4,1,1,29271,15,0,0,5609,1,4
1170,56451,0,2,1,1,9302,11,0,0,5597,1,0
1171,106309,0,3,1,1,21873,22,1200,4,5594,1,0
1172,121853,0,3,1,1,18120,18,2000,4,5589,0,1
1173,4137,0,3,1,1,15891,19,0,0,5588,1,0
1174,21676,0,3,1,1,15392,15,100,1,5584,1,0
1175,36644,0,3,1,1,14506,13,0,0,5583,0,1
1176,77102,0,3,1,1,13175,20,1850,6,5581,0,1
1177,32214,11148,3,1,1,12717,10,0,0,5576,1,0
1178,42351,0,4,1,1,28959,14,0,0,5594,0,1
1179,34450,0,1,1,1,26996,7,0,0,5566,0,3
1180,4151,0,1,1,1,375,3,0,0,5570,0,3
1181,60646,888,5,1,1,57011,18,50,1,5559,1,4
1182,44331,0,1,1,1,2850,3,350,1,5555,1,0
1183,76742,0,3,1,1,17910,13,0,0,5547,0,1
1184,27993,0,1,1,1,6000,3,0,0,5542,0,3
1185,67770,0,3,1,1,23960,15,0,0,5539,0,1
1186,30554,0,4,1,1,38243,25,0,0,5324,1,4
1187,123646,0,1,1,1,12450,30,2450,29,5069,1,2
1188,837979,0,1,1,1,18372,15,1450,4,5373,1,4
1189,6584,0,1,1,1,0,0,0,0,5118,0,3
1190,17489,0,1,1,1,5565,4,0,0,5380,0,3
1191,28941,0,1,1,1,2935,6,0,0,4692,0,3
1192,19085,0,1,1,1,827,11,0,0,5244,0,3
1193,56480,0,4,1,1,35841,31,500,1,5401,1,4
1194,8320,0,1,1,1,0,0,0,0,5164,0,3
1195,13640,0,1,1,1,1500,5,0,0,4923,0,3
1196,14739,0,1,1,1,1800,4,800,3,5332,1,0
1197,30594,0,1,1,1,3250,12,0,0,5017,0,3
1198,11162,0,1,1,1,0,0,0,0,4950,0,3
1199,15964,0,1,1,1,0,0,0,0,5325,0,3
1200,5583,0,1,1,1,3147,14,0,0,5365,1,0
1201,38822,0,1,1,1,2000,9,0,0,5304,0,3
1202,2305,0,1,1,1,0,0,0,0,5105,0,3
1203,39372,0,1,1,1,4296,10,0,0,5190,0,3
1204,25125,0,1,1,1,1875,8,0,0,5147,1,0
1205,10288,0,1,1,1,1250,3,0,0,5532,0,3
1206,135149,0,1,1,1,15300,19,3800,17,5267,1,2
1207,4916,0,1,1,1,900,3,800,2,5107,1,0
1208,163976,0,4,1,1,39098,18,2594,4,4922,0,1
1209,207021,0,1,1,1,3600,4,100,1,5412,0,3
1210,104442,0,4,1,1,38180,23,1450,5,5029,0,1
1211,131992,0,3,1,1,12504,16,0,0,5372,0,1
1212,2278,0,1,1,1,0,0,0,0,5175,0,3
1213,34086,0,3,1,1,19669,18,1500,3,5344,1,0
1214,8740,0,1,1,1,1250,3,0,0,5395,0,3
1215,241918,0,4,1,1,40945,13,0,0,5379,0,1
1216,26748,0,3,1,1,11981,14,0,0,5408,1,0
1217,65969,0,1,1,1,2550,5,1050,3,5419,0,3
1218,10009,0,1,1,1,0,0,0,0,5353,0,3
1219,378759,0,1,1,1,28904,9,2303,4,5408,1,0
1220,40965,10098,1,1,1,9850,11,1850,6,5429,1,0
1221,57509,0,4,1,1,52449,19,150,1,5441,1,4
1222,71503,0,1,1,1,7819,17,0,0,5080,1,0
1223,110247,0,3,1,1,13690,16,0,0,5272,0,1
1224,83572,745,5,1,1,101110,27,1700,5,5231,1,4
1225,106234,5124,2,1,1,11160,26,0,0,5238,0,1
1226,28205,0,5,1,1,101685,16,0,0,5267,1,4
1227,7239,0,3,1,1,15835,15,0,0,5343,1,0
1228,63638,0,1,1,1,0,0,0,0,5155,0,3
1229,31967,0,1,1,1,1600,4,350,2,5101,0,3
1230,97752,0,1,1,1,3676,10,0,0,5309,0,3
1231,8327,0,1,1,1,0,0,0,0,5268,0,3
1232,10179,0,2,1,1,5321,15,0,0,4989,1,0
1233,23786,0,1,1,1,16950,4,0,0,5364,0,3
1234,33020,0,1,1,1,6155,25,1500,3,5322,0,1
1235,35316,0,1,1,1,1250,4,500,1,5330,0,3
1236,146086,0,1,1,1,6950,17,6950,17,5345,0,2
1237,15352,0,1,1,1,1350,4,0,0,5359,0,3
1238,13522,0,1,1,1,5000,1,0,0,5162,0,3
1239,13949,0,1,1,1,0,0,0,0,5374,0,3
1240,99405,0,1,1,1,14150,11,2150,9,5400,1,0
1241,50016,0,3,1,1,13495,14,0,0,4548,0,1
1242,23696,0,2,1,1,5577,10,0,0,5531,0,3
1243,55384,967,1,1,1,0,0,0,0,5309,0,3
1244,166465,0,4,1,4,98717,30,0,0,5531,0,5
1245,95207,0,3,1,1,30652,30,2348,8,5531,1,4
1246,80431,0,1,1,1,2150,2,150,1,5531,0,3
1247,49288,0,3,1,1,12538,19,600,2,5353,1,0
1248,81291,0,2,1,1,10522,14,1430,1,5154,0,1
1249,48877,0,2,1,1,11761,35,371,2,5371,1,0
1250,164884,0,4,1,1,35226,18,1734,2,5283,1,4
1251,29707,0,1,1,1,300,3,0,0,5275,0,3
1252,26325,0,2,1,1,14559,20,1310,2,5521,1,0
1253,28553,0,3,1,1,13844,5,0,0,5517,0,1
1254,152421,0,3,1,1,17045,20,500,1,5510,0,1
1255,17699,0,1,1,1,0,0,0,0,5505,1,0
1256,70565,2408,1,1,1,25261,15,750,2,5499,1,0
1257,15450,0,1,1,1,50,1,50,1,5499,0,3
1258,71736,0,5,1,1,53602,25,50,1,5485,1,4
1259,37926,0,3,1,1,25153,7,0,0,5845,0,1
1260,58628,0,3,1,1,22581,13,0,0,5471,0,1
1261,31007,0,1,1,1,5700,6,1200,4,5465,1,0
1262,11494,0,1,1,1,8425,15,4700,11,5487,1,2
1263,27469,0,1,1,1,1,3,0,0,5461,0,3
1264,44760,0,1,1,1,3105,6,100,2,5455,0,3
1265,7210,0,1,1,1,2402,13,0,0,5449,1,0
1266,92402,0,4,1,1,40825,14,0,0,5443,1,4
1267,22831,0,1,1,1,4500,15,0,0,5442,1,0
1268,59113,0,4,1,1,46808,32,0,0,5435,1,4
1269,24608,0,5,1,1,62774,21,0,0,5430,1,4
1270,16103,0,1,3,1,10819,13,0,0,5427,0,6
1271,51261,0,1,1,1,2000,4,2000,4,4904,1,0
1272,24698,0,1,1,1,1329,5,500,1,4267,0,3
1273,88177,0,5,1,1,53468,19,400,1,5080,1,4
1274,74453,0,1,1,1,5500,3,0,0,5181,0,3
1275,39601,0,1,1,1,4066,12,0,0,5434,0,3
1276,1227,0,1,1,1,0,0,0,0,5786,0,3
1277,138254,0,1,1,1,24100,9,0,0,5420,1,0
1278,18046,0,1,1,1,162,4,0,0,5416,1,0
1279,108395,0,2,1,1,8598,8,0,0,5416,0,1
1280,21839,0,1,1,1,1375,4,0,0,5411,0,3
1281,11542,0,4,1,1,49100,16,1500,3,5405,1,4
1282,41648,0,4,1,1,32117,35,2200,5,5408,1,4
1283,39908,0,4,1,1,45824,29,0,0,5394,1,4
1284,14889,0,1,1,1,1500,2,0,0,5393,0,3
1285,103796,0,5,1,1,63335,26,250,1,5021,1,4
1286,69323,0,1,1,1,5140,2,0,0,4786,0,3
1287,21599,0,2,1,1,5561,13,0,0,5302,0,1
1288,60936,0,5,1,1,56381,17,0,0,5051,1,4
1289,148053,0,1,1,1,10250,2,250,1,5301,1,0
1290,10702,0,1,1,1,200,2,200,2,5272,0,3
1291,249,0,1,1,1,1000,1,0,0,5204,1,0
1292,36290,0,1,1,1,8600,13,2600,9,5111,1,0
1293,157416,0,5,1,1,67795,16,0,0,5132,0,4
1294,1511,0,1,1,1,2250,11,0,0,5051,1,0
1295,184701,0,4,1,1,45629,13,500,1,4989,0,1
1296,139298,0,1,1,1,0,0,0,0,4965,0,3
1297,82380,0,1,1,1,2601,13,0,0,5071,0,3
1298,115591,867,1,1,1,9500,20,2500,16,4967,1,2
1299,107333,0,1,1,1,4374,5,1874,4,5063,0,3
1300,737514,0,3,1,4,43993,40,2150,7,5030,0,5
1301,23023,0,1,1,1,0,0,0,0,5087,0,3
1302,43403,1846,1,1,1,3350,12,3350,12,3930,1,2
1303,15719,0,2,1,1,5740,13,0,0,4974,0,1
1304,128676,0,1,1,1,8500,3,0,0,5164,0,3
1305,8836,0,1,1,1,4788,6,808,3,4544,1,0
1306,94875,0,5,1,1,58314,25,800,7,4736,1,4
1307,27243,0,2,1,1,6785,12,0,0,4606,0,3
1308,64969,0,1,1,1,1135,13,0,0,4996,0,3
1309,6112,0,1,1,1,0,0,0,0,5072,0,3
1310,71784,0,4,1,1,39276,20,0,0,4936,0,1
1311,31484,0,1,1,1,3125,11,0,0,4117,0,3
1312,17995,0,1,1,1,0,0,0,0,4994,0,3
1313,40994,0,4,1,1,26916,15,500,1,5078,1,4
1314,286101,1000,5,1,1,72965,31,3000,11,4666,1,4
1315,205219,0,4,1,1,30347,19,0,0,4792,0,1
1316,74777,0,2,1,1,20630,8,0,0,5384,1,0
1317,218191,0,3,1,1,24630,17,0,0,5240,0,1
1318,22132,0,1,1,1,0,0,0,0,5150,0,3
1319,83508,1514,1,1,1,11268,13,2176,2,5069,1,0
1320,88122,0,3,1,1,19408,13,0,0,5174,0,1
1321,152284,0,5,1,1,77045,38,1648,10,4996,1,4
1322,4146,0,1,1,1,3750,9,0,0,5210,1,0
1323,25272,0,1,1,1,0,0,0,0,5189,0,3
1324,21855,0,1,1,1,200,3,0,0,5383,0,3
1325,63454,0,4,1,1,49068,13,0,0,5383,1,4
1326,24292,0,2,1,1,6558,10,0,0,5276,1,0
1327,60168,0,4,1,1,44133,16,0,0,4313,1,4
1328,9554,0,1,1,1,2710,3,0,0,5064,1,0
1329,30130,0,2,1,1,9192,15,0,0,4993,1,0
1330,12665,0,1,1,1,4125,24,0,0,4539,0,1
1331,9860,0,1,1,1,99,1,99,1,5055,0,3
1332,10069,0,1,1,1,200,1,0,0,4933,0,3
1333,2224,0,1,1,1,0,0,0,0,5098,0,3
1334,40576,0,1,1,1,0,0,0,0,5118,0,3
1335,5667,0,1,1,1,5667,4,0,0,4937,0,3
1336,59791,0,1,1,1,3254,7,0,0,4602,0,3
1337,128664,8019,4,1,1,44298,16,50,1,5155,1,4
1338,126947,0,1,1,1,2350,2,350,1,5167,0,3
1339,189235,0,3,1,1,20487,20,0,0,5282,0,1
1340,38604,0,1,1,1,625,5,0,0,5184,0,3
1341,73008,0,3,1,1,12930,18,0,0,5050,0,1
1342,62942,500,1,1,1,4752,8,2121,6,5070,0,3
1343,33057,763,1,1,1,5190,5,0,0,4828,0,3
1344,42572,0,3,1,1,21809,14,100,1,5070,1,0
1345,38671,0,1,1,1,2200,9,1000,5,5192,0,3
1346,5320,0,1,1,1,2275,9,0,0,5084,0,3
1347,228529,0,2,1,1,24687,14,500,1,4924,1,0
1348,46272,0,1,1,1,5720,10,800,3,5092,1,0
1349,113758,0,3,1,1,12616,14,0,0,5199,0,1
1350,105458,0,1,1,1,750,4,700,2,4924,0,3
1351,39946,0,3,1,1,16951,14,0,0,5282,1,0
1352,92859,0,4,1,1,33378,15,0,0,5185,1,4
1353,25158,0,5,1,1,52278,17,0,0,5079,1,4
1354,82270,0,2,1,1,24612,6,0,0,5270,1,0
1355,97155,0,2,1,1,10004,3,0,0,5244,0,3
1356,153197,0,2,1,1,14712,17,100,1,5189,0,1
1357,55864,0,1,1,1,3691,6,500,1,5251,1,0
1358,23890,0,4,1,1,35574,19,0,0,5031,1,4
1359,46545,1000,1,1,1,0,0,0,0,5066,0,3
1360,7354,0,1,1,1,0,0,0,0,5050,0,3
1361,45031,0,1,1,1,1000,1,0,0,5227,0,3
1362,16125,0,3,1,1,23288,17,0,0,5210,1,0
1363,200,0,1,1,1,200,1,200,1,5254,0,3
1364,195754,0,5,1,1,98535,40,2550,9,5202,1,4
1365,54189,0,2,1,1,8940,17,0,0,4791,0,1
1366,15439,0,1,1,1,490,3,0,0,5147,0,3
1367,56308,0,1,1,1,2500,3,1000,2,4688,0,3
1368,1000,0,1,1,1,0,0,0,0,4769,0,3
1369,45412,0,1,1,1,1100,3,1100,3,5163,0,3
1370,21582,0,3,1,1,10811,15,0,0,4695,1,0
1371,16866,0,1,1,1,0,0,0,0,5072,0,3
1372,86011,0,4,1,1,31769,18,0,0,5381,1,4
1373,31786,0,1,1,1,2661,10,0,0,5380,0,3
1374,16994,0,1,1,1,1550,3,1050,2,5379,1,0
1375,5824,0,1,1,1,0,0,0,0,5401,0,3
1376,17587,0,1,1,1,17587,7,0,0,5367,0,3
1377,1000,0,1,1,1,0,0,0,0,5367,0,3
1378,91670,0,4,1,1,48193,17,1000,2,5365,1,4
1379,92800,0,5,1,1,62042,23,350,1,5358,1,4
1380,31134,0,3,1,1,20108,17,0,0,5352,0,1
1381,57002,0,1,1,1,2570,13,0,0,5350,0,3
1382,66516,0,4,1,1,45406,16,200,1,5311,0,1
1383,18154,0,1,2,1,7748,16,0,0,5310,1,6
1384,320997,2556,5,1,1,82255,24,0,0,5345,1,4
1385,14345,0,4,1,1,50752,16,0,0,5487,1,4
1386,43603,0,1,1,1,17100,4,100,1,5335,1,0
1387,1836,0,1,1,1,850,4,350,3,5329,0,3
1388,156041,0,2,1,1,5644,13,0,0,5324,1,0
1389,49145,0,1,2,1,12755,22,2450,7,5323,0,6
1390,11648,0,1,1,1,475,4,0,0,5318,0,3
1391,14525,0,1,1,1,4625,28,0,0,5317,0,1
1392,10689,0,1,1,1,2750,15,0,0,5315,0,3
1393,37552,0,1,1,1,100,1,0,0,5340,0,3
1394,210350,0,5,1,1,56754,14,0,0,5302,0,4
1395,26156,0,3,1,1,23831,16,0,0,5297,1,0
1396,32061,0,1,1,1,1100,6,0,0,5295,0,3
1397,355145,0,5,1,1,61926,29,806,8,5288,0,4
1398,6000,0,1,1,1,0,0,0,0,5286,0,3
1399,30892,0,3,1,1,11474,11,0,0,5283,0,1
1400,29263,0,3,1,1,15184,13,0,0,5279,0,1
1401,221432,0,4,1,1,31975,21,0,0,5275,0,1
1402,43761,0,1,1,1,5398,16,0,0,5268,0,3
1403,21393,0,1,1,1,5040,2,0,0,5262,0,3
1404,108950,0,1,1,1,3300,9,3300,9,5259,1,0
1405,25089,0,4,1,1,40763,19,550,2,5259,1,4
1406,77709,0,4,1,1,36028,19,100,2,5253,1,4
1407,22533,1000,4,1,1,22206,17,100,1,5248,1,0
1408,25302,0,3,1,1,11312,13,0,0,5245,0,1
1409,11908,0,1,1,1,0,0,0,0,5240,0,3
1410,176982,0,1,1,1,2299,9,0,0,5234,0,3
1411,8723,0,5,1,1,77923,15,0,0,5231,1,4
1412,9071,0,1,1,1,1647,9,0,0,5225,0,3
1413,144848,0,4,1,1,37056,15,0,0,5219,0,1
1414,130364,0,5,1,1,62083,15,250,1,5213,1,4
1415,15592,4924,4,1,1,37173,13,0,0,5209,1,4
1416,25404,0,1,1,1,2125,7,500,1,5203,0,3
1417,34584,0,1,1,1,6962,21,1500,7,5202,1,0
